vocab_id,token,token_repr,origin_tokenizer,token_type,merge_parts,rrf_score
97030,ĠGodzilla,'ĠGodzilla',qwen,merge,'ĠGod' + 'zilla',2.3041209202658955e-05
97031,ereixen,'ereixen',deepseek_llm,merge,'ere' + 'ixen',2.304094375705629e-05
97032,Ġprehist,'Ġprehist',deepseek_llm,merge,'Ġpre' + 'hist',2.3040649674106026e-05
97057,ĠLearners,'ĠLearners',bytedance_ouro,merge,'ĠLear' + 'ners',3.167965532535006e-05
97059,_lift,'_lift',qwen,merge,'_l' + 'ift',2.3039085809075097e-05
97060,[date,'[date',qwen,merge,'[' + 'date',2.3038820412394885e-05
97061,ĠDataManager,'ĠDataManager',qwen,merge,'ĠData' + 'Manager',2.303828963737732e-05
97062,_COMPILER,'_COMPILER',qwen,merge,'_COMP' + 'ILER',2.303775888681549e-05
97063,ĠClaw,'ĠClaw',qwen,merge,'ĠCl' + 'aw',2.3037493520704948e-05
97064,odate,'odate',qwen,merge,'od' + 'ate',2.3037228160707704e-05
97065,Ġunderage,'Ġunderage',qwen,merge,'Ġunder' + 'age',2.3036962806823547e-05
97069,ĠImplemented,'ĠImplemented',qwen,merge,'ĠIm' + 'plemented',2.303669745905227e-05
97072,ocamp,'ocamp',deepseek_llm,merge,'oc' + 'amp',2.3034708341044437e-05
97073,ĠKipp,'ĠKipp',bytedance_ouro,merge,'ĠK' + 'ipp',2.3034574896920278e-05
97075,\ActiveForm,'\\ActiveForm',qwen,merge,'\\Active' + 'Form',2.3034044317501268e-05
97076,Ġpostdocs,'Ġpostdocs',bytedance_ouro,merge,'Ġpost' + 'docs',2.3033513762524475e-05
97077,Ġinternment,'Ġinternment',bytedance_ouro,merge,'Ġintern' + 'ment',2.3032983231988207e-05
97078,notated,'notated',qwen,merge,'not' + 'ated',2.303245272589078e-05
97080,ĠmodelName,'ĠmodelName',qwen,merge,'Ġmodel' + 'Name',2.3031922244230504e-05
97081,...ĊĊĊĊĊĊ,'...ĊĊĊĊĊĊ',qwen,merge,'...ĊĊ' + 'ĊĊĊĊ',2.3030596146981265e-05
97082,ĠtokenId,'ĠtokenId',qwen,merge,'Ġtoken' + 'Id',2.303006575083772e-05
97083,ĠVERBOSE,'ĠVERBOSE',qwen,merge,'ĠVER' + 'BOSE',2.3029270202427286e-05
97084,_deep,'_deep',qwen,merge,'_de' + 'ep',2.302847470897765e-05
97085,egend,'egend',qwen,merge,'eg' + 'end',2.3028209556706965e-05
97086,ĠSetProperty,'ĠSetProperty',qwen,merge,'ĠSet' + 'Property',2.3027944410542193e-05
97087,_lead,'_lead',qwen,merge,'_le' + 'ad',2.302635366176589e-05
97088,Improving,'Improving',bytedance_ouro,merge,'Impro' + 'ving',2.3026088558336594e-05
97091,ĠparamMap,'ĠparamMap',qwen,merge,'Ġparam' + 'Map',2.3025293284673214e-05
97092,_Speed,'_Speed',qwen,merge,'_S' + 'peed',2.3024763132749272e-05
97094,(bbox,'(bbox',qwen,merge,'(b' + 'box',2.3024498065942163e-05
97095,ĠCroc,'ĠCroc',bytedance_ouro,merge,'ĠC' + 'roc',2.3024498065942163e-05
97096,Ġsymplectic,'Ġsymplectic',deepseek_llm,merge,'Ġsym' + 'plectic',2.3024498065942163e-05
97099,Ġestablert,'Ġestablert',deepseek_llm,merge,'Ġestabl' + 'ert',2.302396795063661e-05
97106,Ġforceful,'Ġforceful',bytedance_ouro,merge,'Ġforce' + 'ful',2.3023437859741218e-05
97107,>Type,'>Type',qwen,merge,'>' + 'Type',2.302290779325429e-05
97108,Ġparsers,'Ġparsers',qwen,merge,'Ġpars' + 'ers',2.3020787771357536e-05
97109,uien,'uien',qwen,merge,'ui' + 'en',2.30205227960727e-05
97110,Ġ[=,'Ġ[=',qwen,merge,'Ġ[' + '=',2.3019992863802212e-05
97114,~{\,'~{\\',deepseek_llm,merge,'~' + '{\\',2.3019727906816143e-05
97119,.':,""".':""",qwen,merge,"'.' + ""':""",2.3016813782468093e-05
97122,_FINISH,'_FINISH',qwen,merge,'_FIN' + 'ISH',2.301548942438261e-05
97123,(floor,'(floor',qwen,merge,'(f' + 'loor',2.301522457105375e-05
97125,Ġwreckage,'Ġwreckage',qwen,merge,'Ġwreck' + 'age',2.3014959723820482e-05
97126,URT,'URT',qwen,merge,'UR' + 'T',2.3014694882682594e-05
97128,Ġgeospatial,'Ġgeospatial',bytedance_ouro,merge,'Ġge' + 'ospatial',2.301443004763987e-05
97130,cimal,'cimal',qwen,merge,'c' + 'imal',2.3013900395839086e-05
97131,.contentOffset,'.contentOffset',qwen,merge,'.content' + 'Offset',2.3012841165370277e-05
97132,hythmia,'hythmia',bytedance_ouro,merge,'hyth' + 'mia',2.3012841165370277e-05
97134,Ġodom,'Ġodom',qwen,merge,'Ġo' + 'dom',2.3012046806503205e-05
97135,ĉwritel,'ĉwritel',qwen,merge,'ĉw' + 'ritel',2.301151726439083e-05
97136,(inputStream,'(inputStream',qwen,merge,'(input' + 'Stream',2.301125250247371e-05
97137,lcul,'lcul',deepseek_llm,merge,'l' + 'cul',2.301125250247371e-05
97138,ĠDenied,'ĠDenied',qwen,merge,'ĠDen' + 'ied',2.3010458253276114e-05
97140,inatal,'inatal',bytedance_ouro,merge,'in' + 'atal',2.3010193515727468e-05
97142,Ġ'((,"""Ġ'((""",qwen,merge,"""Ġ'"" + '(('",2.3009928784270413e-05
97148,Ġ@@Ċ,'Ġ@@Ċ',qwen,merge,'Ġ@@' + 'Ċ',2.300834052343975e-05
97149,nock,'nock',qwen,merge,'n' + 'ock',2.300807583461795e-05
97150,.openConnection,'.openConnection',qwen,merge,'.open' + 'Connection',2.3007811151886066e-05
97151,resultCode,'resultCode',qwen,merge,'result' + 'Code',2.3007281804691184e-05
97154,ĠPodesta,'ĠPodesta',qwen,merge,'ĠPod' + 'esta',2.3006223183371103e-05
97155,=message,'=message',qwen,merge,'=' + 'message',2.3005958543262705e-05
97156,ĠDeficit,'ĠDeficit',bytedance_ouro,merge,'ĠDef' + 'icit',2.3005958543262705e-05
97157,ĠDmitry,'ĠDmitry',qwen,merge,'ĠDmit' + 'ry',2.300542928131039e-05
97158,altimore,'altimore',qwen,merge,'alt' + 'imore',2.300516465946605e-05
97172,_gem,'_gem',qwen,merge,'_g' + 'em',2.3004370830457787e-05
97175,Ġmunic,'Ġmunic',mistral,merge,'Ġmun' + 'ic',2.3003220630029887e-05
97176,Ġ')ĊĊ,"""Ġ')ĊĊ""",qwen,merge,"""Ġ'"" + ')ĊĊ'",2.3002783336783752e-05
97177,ĠBrainstorm,'ĠBrainstorm',bytedance_ouro,merge,'ĠBrain' + 'storm',2.3002783336783752e-05
97178,Mathf,'Mathf',qwen,merge,'Math' + 'f',2.300225422091365e-05
97179,Ġamputation,'Ġamputation',bytedance_ouro,merge,'Ġamput' + 'ation',2.300225422091365e-05
97180,**ï¼ļ,'**ï¼ļ',mistral,merge,'**' + 'ï¼ļ',2.3001725129384705e-05
97181,vian,'vian',bytedance_ouro,merge,'v' + 'ian',2.3001725129384705e-05
97183,/pp,'/pp',qwen,merge,'/' + 'pp',2.300146059274764e-05
97185,ÅĤow,'ÅĤow',mistral,merge,'ÅĤo' + 'w',2.300053176633104e-05
97186,itizing,'itizing',bytedance_ouro,merge,'it' + 'izing',2.3000138000828006e-05
97187,ĠMagick,'ĠMagick',qwen,merge,'ĠMag' + 'ick',2.2999344518681217e-05
97190,_ttl,'_ttl',qwen,merge,'_t' + 'tl',2.299855109128125e-05
97191,HideInInspector,'HideInInspector',qwen,merge,'Hide' + 'InInspector',2.299828662764624e-05
97192,.keywords,'.keywords',qwen,merge,'.key' + 'words',2.2998022170093373e-05
97193,_Success,'_Success',qwen,merge,'_S' + 'uccess',2.2997493273233217e-05
97194,ilihan,'ilihan',qwen,merge,'ili' + 'han',2.2997228833925513e-05
97197,Ġjuveniles,'Ġjuveniles',mistral,merge,'Ġjuvenil' + 'es',3.470099948413785e-05
97198,Ġblackmail,'Ġblackmail',qwen,merge,'Ġblack' + 'mail',2.299696440069911e-05
97200,ĠjMenuItem,'ĠjMenuItem',qwen,merge,'Ġj' + 'MenuItem',2.2995642325779265e-05
97202,ĠloginUser,'ĠloginUser',qwen,merge,'Ġlogin' + 'User',2.2995377929036264e-05
97203,_lcd,'_lcd',qwen,merge,'_l' + 'cd',2.299458477528542e-05
97204,ĠAcknowledge,'ĠAcknowledge',bytedance_ouro,merge,'ĠAcknow' + 'ledge',2.2994320402860493e-05
97206,Ġcdecl,'Ġcdecl',qwen,merge,'Ġc' + 'decl',2.299405603651456e-05
97207,Investigators,'Investigators',qwen,merge,'Invest' + 'igators',2.2992469966086107e-05
97208,Ġsetge,'Ġsetge',deepseek_llm,merge,'Ġset' + 'ge',2.2992205642287266e-05
97209,Ġshootout,'Ġshootout',qwen,merge,'Ġshoot' + 'out',2.2992205642287266e-05
97210,Ġairspace,'Ġairspace',qwen,merge,'Ġair' + 'space',2.299194132456574e-05
97211,ltimo,'ltimo',deepseek_llm,merge,'lt' + 'imo',2.2991677012921324e-05
97212,toolbox,'toolbox',qwen,merge,'tool' + 'box',2.2991677012921324e-05
97213,QWidget,'QWidget',qwen,merge,'Q' + 'Widget',2.2991412707353803e-05
97214,=pk,'=pk',qwen,merge,'=p' + 'k',2.299114840786297e-05
97217,ĉUInt,'ĉUInt',qwen,merge,'ĉU' + 'Int',2.2989827001551814e-05
97219,_endian,'_endian',qwen,merge,'_end' + 'ian',2.298903423067197e-05
97220,ĠGenomics,'ĠGenomics',bytedance_ouro,merge,'ĠGen' + 'omics',2.298903423067197e-05
97221,/opt,'/opt',qwen,merge,'/' + 'opt',2.2988241514465352e-05
97222,ByEmail,'ByEmail',qwen,merge,'By' + 'Email',2.298797728787844e-05
97223,\D,'\\D',qwen,merge,'\\' + 'D',2.2987448852926302e-05
97224,Ġdesconeg,'Ġdesconeg',deepseek_llm,merge,'Ġdescon' + 'eg',2.2987448852926302e-05
97228,/portfolio,'/portfolio',qwen,merge,'/' + 'portfolio',2.2986392055902906e-05
97234,Ġprotoz,'Ġprotoz',bytedance_ouro,merge,'Ġproto' + 'z',2.2984278753332722e-05
97235,_{|,'_{|',deepseek_llm,merge,'_{' + '|',2.2983750488404698e-05
97236,Ġindexer,'Ġindexer',qwen,merge,'Ġindex' + 'er',2.2982958136541754e-05
97237,ĠOED,'ĠOED',deepseek_llm,merge,'ĠO' + 'ED',2.298269403139436e-05
97238,utans,'utans',bytedance_ouro,merge,'ut' + 'ans',2.298163767150047e-05
97239,ĠpageTitle,'ĠpageTitle',qwen,merge,'Ġpage' + 'Title',2.298163767150047e-05
97240,icopter,'icopter',qwen,merge,'icopt' + 'er',2.298110952796801e-05
97242,ĠcourseId,'ĠcourseId',qwen,merge,'Ġcourse' + 'Id',2.298084546530467e-05
97243,ĠAXIS,'ĠAXIS',qwen,merge,'ĠAX' + 'IS',2.2980317358182716e-05
97244,_TUN,'_TUN',qwen,merge,'_T' + 'UN',2.2979789275332345e-05
97247,Ġtypealias,'Ġtypealias',qwen,merge,'Ġtype' + 'alias',2.297926121675188e-05
97248,.destroyAllWindows,'.destroyAllWindows',qwen,merge,'.destroy' + 'AllWindows',2.2978205172393983e-05
97249,ĉAM,'ĉAM',qwen,merge,'ĉ' + 'AM',2.2977413202821626e-05
97253,Ġfuster,'Ġfuster',deepseek_llm,merge,'Ġf' + 'uster',2.297582942744233e-05
97254,Ġspectroscopic,'Ġspectroscopic',deepseek_llm,merge,'Ġspectro' + 'scopic',2.2975649206727388e-05
97255,_CRYPTO,'_CRYPTO',qwen,merge,'_C' + 'RYPTO',2.2975301550832854e-05
97256,.âĢĻâĢĿĊĊ,'.âĢĻâĢĿĊĊ',qwen,merge,'.âĢĻ' + 'âĢĿĊĊ',2.297450978139754e-05
97257,ĉdc,'ĉdc',qwen,merge,'ĉd' + 'c',2.2974245870379304e-05
97258,.StringVar,'.StringVar',qwen,merge,'.String' + 'Var',2.2973981965424157e-05
97259,ĠDRC,'ĠDRC',bytedance_ouro,merge,'ĠD' + 'RC',2.2973718066531886e-05
97260,_decorator,'_decorator',qwen,merge,'_decor' + 'ator',2.2973454173702287e-05
97262,URING,'URING',qwen,merge,'UR' + 'ING',2.2972662531587412e-05
97263,tershire,'tershire',bytedance_ouro,merge,'ters' + 'hire',2.2972662531587412e-05
97264,_Printf,'_Printf',qwen,merge,'_Print' + 'f',2.297213480048701e-05
97265,orov,'orov',deepseek_llm,merge,'or' + 'ov',2.297203642984239e-05
97269,-league,'-league',qwen,merge,'-le' + 'ague',2.29705517526531e-05
97272,gien,'gien',qwen,merge,'g' + 'ien',2.2970287932559233e-05
97274,ĠConfucius,'ĠConfucius',bytedance_ouro,merge,'ĠConfuci' + 'us',2.2970024118525325e-05
97287,_viewer,'_viewer',qwen,merge,'_view' + 'er',2.4953524061435577e-05
97288,_visitor,'_visitor',qwen,merge,'_vis' + 'itor',2.4639948748906602e-05
97289,ĠCHK,'ĠCHK',qwen,merge,'ĠCH' + 'K',2.2967122564049562e-05
97290,}$:,'}$:',deepseek_llm,merge,'}$' + ':',2.2966858822718816e-05
97291,}}^\,'}}^\\',deepseek_llm,merge,'}}' + '^\\',2.2966331358228836e-05
97292,Ġdecel,'Ġdecel',bytedance_ouro,merge,'Ġdec' + 'el',2.2966331358228836e-05
97293,.getAs,'.getAs',qwen,merge,'.get' + 'As',2.2966067635069186e-05
97294,"]"")","']"")'",qwen,merge,"']' + '"")'",2.296554020691952e-05
97295,ophytes,'ophytes',bytedance_ouro,merge,'ophy' + 'tes',2.2965276501929085e-05
97298,_slices,'_slices',qwen,merge,'_s' + 'lices',2.2963958067812567e-05
97299,-comm,'-comm',qwen,merge,'-' + 'comm',2.2963694399154937e-05
97300,ĠMacedonian,'ĠMacedonian',bytedance_ouro,merge,'ĠMaced' + 'onian',2.2963694399154937e-05
97301,ĠÃ¸ns,'ĠÃ¸ns',qwen,merge,'ĠÃ¸' + 'ns',2.2962903429509626e-05
97303,itext,'itext',bytedance_ouro,merge,'ite' + 'xt',2.2960530847473195e-05
97304,Ġebp,'Ġebp',qwen,merge,'Ġe' + 'bp',2.2958949398475526e-05
97307,/cc,'/cc',qwen,merge,'/' + 'cc',2.2958158755667794e-05
97308,ewrite,'ewrite',deepseek_llm,merge,'ew' + 'rite',2.29573681673133e-05
97309,dbuf,'dbuf',qwen,merge,'db' + 'uf',2.2957104649961545e-05
97311,Ġasymptotically,'Ġasymptotically',deepseek_llm,merge,'Ġasympt' + 'otically',2.2956314134202613e-05
97312,ĠjdbcTemplate,'ĠjdbcTemplate',qwen,merge,'Ġj' + 'dbcTemplate',2.2956314134202613e-05
97314,strange,'strange',deepseek_llm,merge,'str' + 'ange',2.295578715394151e-05
97316,Ġsetmanes,'Ġsetmanes',deepseek_llm,merge,'Ġsetman' + 'es',2.2953679474819815e-05
97317,ĠProsecutor,'ĠProsecutor',qwen,merge,'ĠProsec' + 'utor',2.295341604214247e-05
97318,SingleOrDefault,'SingleOrDefault',qwen,merge,'Single' + 'OrDefault',2.2952625780389275e-05
97319,ĉREQUIRE,'ĉREQUIRE',qwen,merge,'ĉRE' + 'QUIRE',2.2952362371897127e-05
97320,atown,'atown',qwen,merge,'at' + 'own',2.2952098969450758e-05
97321,urrets,'urrets',qwen,merge,'urre' + 'ts',2.2951835573049954e-05
97322,ĠCONTEXT,'ĠCONTEXT',qwen,merge,'ĠCON' + 'TEXT',2.2951308798384227e-05
97324,ENSITY,'ENSITY',qwen,merge,'ENS' + 'ITY',2.2951045420118886e-05
97325,_measurement,'_measurement',qwen,merge,'_me' + 'asurement',2.2949728619459075e-05
97327,_QMARK,'_QMARK',qwen,merge,'_Q' + 'MARK',2.2949465277459034e-05
97328,MOOTH,'MOOTH',qwen,merge,'MO' + 'OTH',2.2948938611589213e-05
97329,rusions,'rusions',bytedance_ouro,merge,'rus' + 'ions',2.2948938611589213e-05
97330,>');ĊĊ,""">');ĊĊ""",qwen,merge,"'>' + ""');ĊĊ""",2.2948675287719017e-05
97331,ĠHyder,'ĠHyder',bytedance_ouro,merge,'ĠHy' + 'der',2.2948411969891684e-05
97332,Ġfingern,'Ġfingern',bytedance_ouro,merge,'Ġfing' + 'ern',2.294788535236478e-05
97333,.toastr,'.toastr',qwen,merge,'.to' + 'astr',2.294735875900684e-05
97334,ippo,'ippo',qwen,merge,'ipp' + 'o',2.2946832189816197e-05
97335,_SEGMENT,'_SEGMENT',qwen,merge,'_SEG' + 'MENT',2.294656891428309e-05
97337,stinian,'stinian',qwen,merge,'stin' + 'ian',2.2945779123930152e-05
97338,_()Ċ,'_()Ċ',qwen,merge,'_' + '()Ċ',2.2945515872560606e-05
97341,OpenHelper,'OpenHelper',qwen,merge,'Open' + 'Helper',2.2944462927484024e-05
97342,esarean,'esarean',bytedance_ouro,merge,'esare' + 'an',2.2944199706314243e-05
97343,iband,'iband',qwen,merge,'ib' + 'and',2.2944199706314243e-05
97344,ĠbtnSave,'ĠbtnSave',qwen,merge,'Ġbtn' + 'Save',2.2943936491183792e-05
97347,ĠGundam,'ĠGundam',qwen,merge,'ĠGund' + 'am',2.2940778380610456e-05
97348,/disable,'/disable',qwen,merge,'/dis' + 'able',2.294051524397238e-05
97349,Ġentitat,'Ġentitat',deepseek_llm,merge,'Ġent' + 'itat',2.2939988988805284e-05
97350,čĊĉĉĉĉ,'čĊĉĉĉĉ',bytedance_ouro,merge,'čĊ' + 'ĉĉĉĉ',2.2939462757782213e-05
97351,",request","',request'",qwen,merge,"',' + 'request'",2.2939199651324165e-05
97352,.getVersion,'.getVersion',qwen,merge,'.get' + 'Version',2.29389365509015e-05
97353,Ġparell,'Ġparell',deepseek_llm,merge,'Ġpare' + 'll',2.29389365509015e-05
97354,CELER,'CELER',qwen,merge,'CE' + 'LER',2.2938673456514008e-05
97355,rvert,'rvert',deepseek_llm,merge,'r' + 'vert',2.2938410368161486e-05
97356,olyb,'olyb',bytedance_ouro,merge,'oly' + 'b',2.2936831964769024e-05
97357,MNR,'MNR',deepseek_llm,merge,'M' + 'NR',2.2936305878575197e-05
97358,forcements,'forcements',qwen,merge,'forc' + 'ements',2.2936305878575197e-05
97359,Ġinhaling,'Ġinhaling',bytedance_ouro,merge,'Ġinh' + 'aling',2.293577981651376e-05
97360,ĠAssyria,'ĠAssyria',bytedance_ouro,merge,'ĠAssy' + 'ria',2.293525377858306e-05
97363,_through,'_through',qwen,merge,'_th' + 'rough',2.2934727764781433e-05
97364,_finder,'_finder',qwen,merge,'_f' + 'inder',2.293393878931737e-05
97365,Ġopposites,'Ġopposites',bytedance_ouro,merge,'Ġoppos' + 'ites',2.2933675809558755e-05
97366,_passed,'_passed',qwen,merge,'_pass' + 'ed',2.2933149868134388e-05
97367,cens,'cens',bytedance_ouro,merge,'c' + 'ens',2.2933149868134388e-05
97368,_challenge,'_challenge',qwen,merge,'_ch' + 'allenge',2.293288690646822e-05
97376,(COLOR,'(COLOR',qwen,merge,'(C' + 'OLOR',2.293157218858925e-05
97379,_prim,'_prim',qwen,merge,'_pr' + 'im',2.2929468953499036e-05
97380,Ġpathologist,'Ġpathologist',bytedance_ouro,merge,'Ġpath' + 'ologist',2.2929468953499036e-05
97381,})^{\,'})^{\\',deepseek_llm,merge,'})' + '^{\\',2.292894320500768e-05
97382,autoreleasepool,'autoreleasepool',qwen,merge,'autorelease' + 'pool',2.2928680339803043e-05
97383,=__,'=__',qwen,merge,'=' + '__',2.2928417480625487e-05
97384,Ġpalae,'Ġpalae',bytedance_ouro,merge,'Ġpal' + 'ae',2.2928417480625487e-05
97386,Ġskeptics,'Ġskeptics',bytedance_ouro,merge,'Ġske' + 'ptics',2.2926840452117295e-05
97388,('.',"""('.'""",qwen,merge,"""('"" + "".'""",2.292578922029391e-05
97396,/stream,'/stream',qwen,merge,'/' + 'stream',2.2925526427400588e-05
97397,ĠgetSupportFragmentManager,'ĠgetSupportFragmentManager',qwen,merge,'Ġget' + 'SupportFragmentManager',2.2925263640531865e-05
97398,ĠmCurrent,'ĠmCurrent',qwen,merge,'Ġm' + 'Current',2.2925000859687533e-05
97399,_STATES,'_STATES',qwen,merge,'_STAT' + 'ES',2.292473808486738e-05
97400,_wind,'_wind',qwen,merge,'_w' + 'ind',2.2924475316071204e-05
97401,Ġcrickets,'Ġcrickets',bytedance_ouro,merge,'Ġcrick' + 'ets',2.2924212553298793e-05
97402,Ġpolyphenols,'Ġpolyphenols',bytedance_ouro,merge,'Ġpolyphen' + 'ols',2.2923687045824452e-05
97403,Ġ*/čĊčĊčĊ,'Ġ*/čĊčĊčĊ',qwen,merge,'Ġ*/' + 'čĊčĊčĊ',2.29234243011221e-05
97404,.AddField,'.AddField',qwen,merge,'.Add' + 'Field',2.2922898829786016e-05
97408,ernote,'ernote',qwen,merge,'ern' + 'ote',2.292132256031173e-05
97409,powied,'powied',mistral,merge,'pow' + 'ied',2.2921102554346064e-05
97410,SAME,'SAME',qwen,merge,'S' + 'AME',2.292105986980838e-05
97411,.ipv,'.ipv',qwen,merge,'.ip' + 'v',2.2920797185326107e-05
97412,toBeFalsy,'toBeFalsy',qwen,merge,'toBe' + 'Falsy',2.29205345068647e-05
97413,_categorical,'_categorical',qwen,merge,'_c' + 'ategorical',2.2920009168003668e-05
97414,ĠTypeScript,'ĠTypeScript',qwen,merge,'ĠType' + 'Script',2.2919483853223626e-05
97416,longleftrightarrow,'longleftrightarrow',qwen,merge,'long' + 'leftrightarrow',2.291895856252292e-05
97417,Ġscriptural,'Ġscriptural',bytedance_ouro,merge,'Ġscript' + 'ural',2.291895856252292e-05
97418,_TODO,'_TODO',qwen,merge,'_T' + 'ODO',2.2918433295899892e-05
97419,ĠNÄĥm,'ĠNÄĥm',mistral,merge,'ĠN' + 'Äĥm',2.2918068625395575e-05
97420,Ġflurry,'Ġflurry',qwen,merge,'Ġfl' + 'urry',2.291790805335289e-05
97422,ĉfflush,'ĉfflush',qwen,merge,'ĉff' + 'lush',2.2916857640480338e-05
97423,Ġambd,'Ġambd',deepseek_llm,merge,'Ġamb' + 'd',2.2916332470151475e-05
97426,.GetSize,'.GetSize',qwen,merge,'.Get' + 'Size',2.2915544759787803e-05
97428,BigInt,'BigInt',qwen,merge,'Big' + 'Int',2.291501964962935e-05
97429,Carrera,'Carrera',deepseek_llm,merge,'Car' + 'rera',2.2914757103574703e-05
97430,getRow,'getRow',qwen,merge,'get' + 'Row',2.2914494563536166e-05
97431,ĠisNew,'ĠisNew',qwen,merge,'Ġis' + 'New',2.2913969501506595e-05
97433,ĠAnticip,'ĠAnticip',bytedance_ouro,merge,'ĠAnt' + 'icip',2.2913706979515145e-05
97434,xCB,'xCB',qwen,merge,'xC' + 'B',2.291344446353898e-05
97436,funcs,'funcs',qwen,merge,'func' + 's',2.2912919449631676e-05
97438,BindingUtil,'BindingUtil',qwen,merge,'Binding' + 'Util',2.291239445978302e-05
97439,ompiler,'ompiler',qwen,merge,'omp' + 'iler',2.2912131973880168e-05
97441,-inv,'-inv',qwen,merge,'-in' + 'v',2.291186949399136e-05
97450,(ti,'(ti',qwen,merge,'(t' + 'i',2.291108209040713e-05
97452,_IA,'_IA',qwen,merge,'_' + 'IA',2.2910819634572428e-05
97457,ĠgetUserId,'ĠgetUserId',qwen,merge,'Ġget' + 'UserId',2.2908720204345785e-05
97463,encycl,'encycl',bytedance_ouro,merge,'ency' + 'cl',2.2907408255829936e-05
97464,<translation,'<translation',qwen,merge,'<' + 'translation',2.2906621158845965e-05
97465,"__',","""__',""",qwen,merge,"'__' + ""',""",2.2905571780335568e-05
97468,ĠPhDs,'ĠPhDs',bytedance_ouro,merge,'ĠPhD' + 's',2.290530945073068e-05
97470,ĠWoodrow,'ĠWoodrow',bytedance_ouro,merge,'ĠWood' + 'row',2.2904260192395786e-05
97471,IRROR,'IRROR',qwen,merge,'IRR' + 'OR',2.2903735599276242e-05
97472,ĠPregnant,'ĠPregnant',bytedance_ouro,merge,'ĠPregn' + 'ant',2.2902686485124705e-05
97473,ĉFunction,'ĉFunction',qwen,merge,'ĉ' + 'Function',2.2902424221603858e-05
97474,_CID,'_CID',qwen,merge,'_C' + 'ID',2.2901637467078896e-05
97475,_UT,'_UT',qwen,merge,'_' + 'UT',2.2901375227582417e-05
97476,=val,'=val',qwen,merge,'=' + 'val',2.290058854512561e-05
97477,aig,'aig',deepseek_llm,merge,'a' + 'ig',2.290058854512561e-05
97478,.toHexString,'.toHexString',qwen,merge,'.to' + 'HexString',2.2900326329650196e-05
97479,.clips,'.clips',qwen,merge,'.cl' + 'ips',2.289980191671342e-05
97480,Ġmodernism,'Ġmodernism',bytedance_ouro,merge,'Ġmodern' + 'ism',2.2899015342340278e-05
97482,ĠMetabolic,'ĠMetabolic',bytedance_ouro,merge,'ĠMet' + 'abolic',2.289744235568887e-05
97485,_redis,'_redis',qwen,merge,'_' + 'redis',2.289718021225686e-05
97488,ĠuserType,'ĠuserType',qwen,merge,'Ġuser' + 'Type',2.2895869585126844e-05
97489,Ġyeasts,'Ġyeasts',bytedance_ouro,merge,'Ġye' + 'asts',2.2895869585126844e-05
97490,_datos,'_datos',qwen,merge,'_d' + 'atos',2.2895607477705404e-05
97491,Ġbelga,'Ġbelga',deepseek_llm,merge,'Ġbel' + 'ga',2.2894485603318436e-05
97492,(mb,'(mb',qwen,merge,'(m' + 'b',2.2894297030609674e-05
97495,UTURE,'UTURE',qwen,merge,'UT' + 'URE',2.289298673351419e-05
97496,ĠimageSize,'ĠimageSize',qwen,merge,'Ġimage' + 'Size',2.289272469209285e-05
97498,legation,'legation',qwen,merge,'leg' + 'ation',2.289089057009763e-05
97499,ĠuserEmail,'ĠuserEmail',qwen,merge,'Ġuser' + 'Email',2.28898426323319e-05
97500,Ġsnout,'Ġsnout',bytedance_ouro,merge,'Ġsn' + 'out',2.2889580662882256e-05
97502,))?,'))?',qwen,merge,'))' + '?',2.2889056741971663e-05
97503,egra,'egra',qwen,merge,'eg' + 'ra',2.2888532845044633e-05
97504,utivo,'utivo',qwen,merge,'ut' + 'ivo',2.2888270905574437e-05
97505,ĠRTVF,'ĠRTVF',qwen,merge,'ĠRT' + 'VF',2.2887747044619662e-05
97506,ĠSEAL,'ĠSEAL',qwen,merge,'ĠSE' + 'AL',2.288748512313467e-05
97507,Ġgunpowder,'Ġgunpowder',bytedance_ouro,merge,'Ġgun' + 'powder',2.288748512313467e-05
97509,_Arg,'_Arg',qwen,merge,'_A' + 'rg',2.2886961298148445e-05
97510,Ġsplint,'Ġsplint',bytedance_ouro,merge,'Ġspl' + 'int',2.2886437497139195e-05
97512,sentences,'sentences',bytedance_ouro,merge,'sent' + 'ences',2.2885913720105276e-05
97514,']))ĊĊ,"""']))ĊĊ""",qwen,merge,"""']"" + '))ĊĊ'",2.288565184057855e-05
97516,Ġdoctrinal,'Ġdoctrinal',bytedance_ouro,merge,'Ġdoctr' + 'inal',2.288486623795684e-05
97517,"=\,","'=\\,'",deepseek_llm,merge,"'=\\' + ','",2.2884564805646998e-05
97518,-corner,'-corner',qwen,merge,'-cor' + 'ner',2.288329519450801e-05
97519,Intrigued,'Intrigued',bytedance_ouro,merge,'Int' + 'rigued',2.288329519450801e-05
97520,"Ġ""]""","'Ġ""]""'",qwen,merge,"'Ġ""' + ']""'",2.2883033374904177e-05
97521,(rng,'(rng',qwen,merge,'(r' + 'ng',2.2882771561291503e-05
97522,/ss,'/ss',qwen,merge,'/' + 'ss',2.288146258308831e-05
97523,Ġhostages,'Ġhostages',qwen,merge,'Ġhost' + 'ages',2.288120080541827e-05
97524,ounsaturated,'ounsaturated',bytedance_ouro,merge,'ouns' + 'aturated',2.2880677268047133e-05
97525,Ġamphibious,'Ġamphibious',bytedance_ouro,merge,'Ġamphib' + 'ious',2.288015375463323e-05
